tig00000001_pilon	NZ_CP038996.1	99.988	137662	5	3	1984496	2122155	586675	724327	0.0	2.541e+05
tig00000001_pilon	NZ_CP038996.1	99.826	102692	174	4	460895	563584	1265190	1162502	0.0	1.886e+05
tig00000001_pilon	NZ_CP038996.1	99.683	78483	202	16	615238	693678	1104362	1025885	0.0	1.435e+05
tig00000001_pilon	NZ_CP038996.1	99.944	77104	36	7	1170523	1247623	2541614	2618713	0.0	1.421e+05
tig00000001_pilon	NZ_CP038996.1	99.714	76704	205	13	1340212	1416907	2719481	2796178	0.0	1.404e+05
tig00000001_pilon	NZ_CP038996.1	99.958	57639	22	2	1014963	1072600	2383024	2440661	0.0	1.063e+05
tig00000001_pilon	NZ_CP038996.1	99.594	53198	180	24	1886861	1940030	481307	534496	0.0	97009
tig00000001_pilon	NZ_CP038996.1	99.979	51642	10	1	744371	796012	966221	914581	0.0	95303
tig00000001_pilon	NZ_CP038996.1	99.961	48721	18	1	366226	414946	1357271	1308552	0.0	89864
tig00000001_pilon	NZ_CP038996.1	99.988	48303	5	1	242957	291259	1482363	1434062	0.0	89164
tig00000001_pilon	NZ_CP038996.1	99.993	45781	2	1	2256304	2302084	2163055	2117276	0.0	84524
tig00000001_pilon	NZ_CP038996.1	99.890	45652	49	1	2122148	2167799	725842	771492	0.0	84025
tig00000001_pilon	NZ_CP038996.1	99.982	43372	6	1	416011	459380	1308554	1265183	0.0	80047
tig00000001_pilon	NZ_CP038996.1	99.634	41841	144	1	563550	605381	1160984	1119144	0.0	76409
tig00000001_pilon	NZ_CP038996.1	99.727	41013	93	18	1455893	1496895	51135	92138	0.0	75098
tig00000001_pilon	NZ_CP038996.1	99.987	39094	5	0	1416908	1456001	1	39094	0.0	72166
tig00000001_pilon	NZ_CP038996.1	99.539	35598	149	4	158774	194370	1568408	1532825	0.0	64814
tig00000001_pilon	NZ_CP038996.1	99.884	34503	18	3	2208237	2242738	2212374	2177893	0.0	63474
tig00000001_pilon	NZ_CP038996.1	99.968	34255	2	2	1950252	1984504	550914	585161	0.0	63187
tig00000001_pilon	NZ_CP038996.1	99.947	32110	16	1	334124	366233	1390883	1358775	0.0	59201
tig00000001_pilon	NZ_CP038996.1	99.952	31328	14	1	814584	845911	899045	867719	0.0	57768
tig00000001_pilon	NZ_CP038996.1	99.984	30841	3	2	2352189	2383028	2062692	2031853	0.0	56924
tig00000001_pilon	NZ_CP038996.1	99.457	31320	154	10	91741	123053	1636315	1605005	0.0	56881
tig00000001_pilon	NZ_CP038996.1	99.013	30996	267	33	879210	910189	833164	802192	0.0	55507
tig00000001_pilon	NZ_CP038996.1	99.775	30204	66	2	1308390	1338593	2689281	2719482	0.0	55398
tig00000001_pilon	NZ_CP038996.1	99.203	30476	222	3	2465658	2496113	1920128	1889654	0.0	54913
tig00000001_pilon	NZ_CP038996.1	99.918	29114	15	2	980100	1009213	2348169	2377273	0.0	53622
tig00000001_pilon	NZ_CP038996.1	99.985	26795	4	0	2383015	2409809	1991595	1964801	0.0	49459
tig00000001_pilon	NZ_CP038996.1	99.903	26704	22	4	1131242	1157942	2503854	2530556	0.0	49166
tig00000001_pilon	NZ_CP038996.1	99.925	26517	14	1	1094627	1121137	2465271	2491787	0.0	48852
tig00000001_pilon	NZ_CP038996.1	99.741	26244	66	2	695189	721431	1025865	999623	0.0	48086
tig00000001_pilon	NZ_CP038996.1	99.967	24559	6	2	194409	218966	1531280	1506723	0.0	45306
tig00000001_pilon	NZ_CP038996.1	99.185	24309	190	8	1594403	1618706	182082	206387	0.0	43787
tig00000001_pilon	NZ_CP038996.1	99.400	23834	139	3	1544550	1568379	131940	155773	0.0	43218
tig00000001_pilon	NZ_CP038996.1	99.859	22668	29	3	1771712	1794378	369323	391988	0.0	41680
tig00000001_pilon	NZ_CP038996.1	99.467	22899	118	4	2519173	2542070	1866652	1843757	0.0	41607
tig00000001_pilon	NZ_CP038996.1	99.996	22478	1	0	218967	241444	1504831	1482354	0.0	41504
tig00000001_pilon	NZ_CP038996.1	100.000	21538	0	0	1286854	1308391	2665962	2687499	0.0	39774
tig00000001_pilon	NZ_CP038996.1	99.745	20805	44	9	1747502	1768302	346921	367720	0.0	38117
tig00000001_pilon	NZ_CP038996.1	99.444	20321	109	4	71413	91730	1656607	1636288	0.0	36897
tig00000001_pilon	NZ_CP038996.1	99.355	19391	120	5	1515642	1535029	101621	121009	0.0	35111
tig00000001_pilon	NZ_CP038996.1	99.995	18620	1	0	2302081	2320700	2115388	2096769	0.0	34380
tig00000001_pilon	NZ_CP038996.1	97.353	19418	492	4	2497530	2516946	1889656	1870260	0.0	32991
tig00000001_pilon	NZ_CP038996.1	99.958	16795	7	0	962266	979060	2331383	2348177	0.0	30976
tig00000001_pilon	NZ_CP038996.1	99.946	16713	7	2	1826918	1843629	430382	447093	0.0	30812
tig00000001_pilon	NZ_CP038996.1	99.994	16603	1	0	2324144	2340746	2094042	2077440	0.0	30655
tig00000001_pilon	NZ_CP038996.1	99.499	15984	63	6	1569610	1585579	157405	173385	0.0	29058
tig00000001_pilon	NZ_CP038996.1	99.944	14378	6	2	2671806	2686181	1722025	1707648	0.0	26506
tig00000001_pilon	NZ_CP038996.1	94.783	16600	815	45	1715058	1731630	314340	330915	0.0	25809
tig00000001_pilon	NZ_CP038996.1	99.979	13956	3	0	291252	305207	1432547	1418592	0.0	25756
tig00000001_pilon	NZ_CP038996.1	97.400	14618	364	14	2580394	2595007	1806797	1792192	0.0	24875
tig00000001_pilon	NZ_CP038996.1	99.423	13697	51	3	320515	334211	1404345	1390677	0.0	24831
